genes	INSR	HFE	NFIC	PPP1R13L	TREM2	PSMA1	DPP10	MTHFD1L	CLASRP	VSNL1	MAN2A1	CYP8B1	MAPT	CLMN	CCR2	HS3ST1	FERMT2	BLOC1S3	HLA-DRB5	PICALM	APOC2	CLNK	HLA-DRB1	SLC24A4	CHRNA2	CLPTM1	PPARG	MMP12	MS4A4A	ACHE	SORCS1	ABCA7	TCF7L2	EXOC3L2	DSG2	CEACAM16	CELF1	PILRA	PLCG2	ZNF652	LILRA5	SCN1A	FRMD4A	CACNA2D1	CACNA1G	CHRNA7	UBQLN1	APOC4	PACSIN3	CRH	SCARB1	ZCWPW1	SUCLG2	MAPK8IP1	NKPD1	BIN1	APOB	KIT	GRIN2A	SCN8A	PTK2B	PLAU	VLDLR	BACE1	UBE2L3	APP	NME8	PDGFRB	ADAM10	CNTNAP2	CNTNAP5	BZW2	HMGCR	TRAPPC6A	CASS4	CDC25B	ALDH1A2	ALDH5A1	CLU	SCIMP	CALHM1	CHRNB2	EPHA1	SPON1	VASP	MMP3	LIPG	CBLC	IL1B	TOMM40	IGSF23	ECE1	MADD	HLA-DRA	GLIS3	CD33	MT-ND2	HBEGF	CCRL2	STAT4	INPP5D	ADAMTS4	MMP13	PPP1R37	MS4A4E	RELB	MS4A6A	APOE	OARD1	BCAM	RBFOX1	TFCP2	PSEN1	GSK3B	ABCA1	ABI3	BCHE	MS4A2	HARBI1	LRP4	PSEN2	PVR	BCAS3	ACE	KIR3DL2	SYNJ1	PFDN1	MYO16	RIN3	ECHDC3	MARK4	APOC1	BCL3	APH1B	CD2AP	GAB2	PVRL2	FBXL7	OR4S1	IL6R	CR1	GRIN3B	CRY2	ESR1	SORL1	BCL2	ACP2	label
TMEM179	0.0315764	0.00997894	0.0364888	0.0315764	0.0240564	0.0315764	0.0692684	0.0331031	0.015768	0.079122	0.0240564	0.0240564	0.0955521	0.0268917	0.0231566	0.0480393	0.0231566	0.0209283	0.0196736	0.0231566	0.0196736	0.0231566	0.0231566	0.0408771	0.0196736	0.0822031	0.0268917	0.0231566	0.015768	0.20164	0.0756295	0.0562352	0.0209283	0.015768	0.0196736	0.015768	0.0231566	0.0168594	0.0240564	0.0315764	0.0316164	0.0666414	0.0455834	0.054523	0.095521	0.0488975	0.0315764	0.0196736	0.0422906	0.0675365	0.0552863	0.0168594	0.0231566	0.0751149	0.0364888	0.0364888	0.0231566	0.029061	0.0196736	0.0818687	0.075155	0.0196736	0.0351317	0.0442577	0.00997894	0.0268917	0.0196736	0.0240564	0.0231566	0.0905599	0.015768	0.0231566	0.0168594	0.015768	0.0168594	0.0168594	0.00997894	0.0733342	0.0562352	0.0268917	0.0268917	0.0535966	0.00997894	0.0451171	0.0331031	0.0231566	0.0231566	0.0196736	0.0196736	0.0422906	0.00997894	0.0351317	0.053787	0.0196736	0.0231566	0.0168594	0.00997894	0.0506398	0.0168594	0.0196736	0.0408771	0.0316164	0.00997894	0.0498384	0.00997894	0.029061	0.0231566	0.075155	0.0196736	0.0316164	0.0924152	0.0168594	0.0196736	0.038545	0.0196736	0.00997894	0.0315764	0.0231566	0.0196736	0.0168594	0.038545	0.0196736	0.0196736	0.0364888	0.00997894	0.0715438	0.0196736	0.0607916	0.0168594	0.0196736	0.0420531	0.0209283	0.0196736	0.0316164	0.0315764	0.0196736	0.0455834	0.0315764	0.00997894	0.0168594	0.029061	0.0231566	0.0607152	0.0535966	0.0522491	0.0420531	0.0577024	0
C14ORF180	0.0168594	0.0539884	0.00997894	0.015768	0.0196736	0.0231566	0.0196736	0.015768	0.0168594	0.0168594	0.0231566	0.0209283	0.0168594	0.0196736	0.0316164	0.00997894	0.0231566	0.0268917	0.0196736	0.0231566	0.015768	0.0442577	0.0196736	0.00997894	0.0451171	0.015768	0.0351317	0.0316164	0.00997894	0.0351317	0.00997894	0.0381232	0.00997894	0.0498384	0.0268917	0.015768	0.0168594	0.015768	0.029061	0.0196736	0.0480393	0.015768	0.00997894	0.0231566	0.0209283	0.00997894	0.0231566	0.0351317	0.00997894	0.015768	0.0209283	0.0168594	0.0231566	0.0268917	0.0316164	0.0196736	0.0209283	0.0231566	0.0196736	0.015768	0.00997894	0.0209283	0.0196736	0.0196736	0.0231566	0.0196736	0.0268917	0.00997894	0.0196736	0.0168594	0.0209283	0.0168594	0.0231566	0.0168594	0.0351317	0.0196736	0.015768	0.0196736	0.0231566	0.029061	0.0316164	0.0331031	0.0364888	0.0240564	0.015768	0.0209283	0.0196736	0.0577024	0.00997894	0.0209283	0.00997894	0.0316164	0.00997894	0.0196736	0.0168594	0.0209283	0.00997894	0.015768	0.0268917	0.015768	0.0268917	0.015768	0.0331031	0.0240564	0.00997894	0.0240564	0.00997894	0.029061	0.0231566	0.029061	0.0168594	0.0231566	0.0196736	0.00997894	0.00997894	0.0240564	0.0231566	0.0209283	0.0168594	0.0196736	0.015768	0.0268917	0.0168594	0.0268917	0.00997894	0.0231566	0.0231566	0.0240564	0.0408771	0.0268917	0.0209283	0.0168594	0.029061	0.0196736	0.0231566	0.0231566	0.0268917	0.0196736	0.015768	0.00997894	0.0209283	0.0240564	0.00997894	0.0471829	0.0231566	0.0209283	0.0196736	0
FAM120AOS	0.00997894	0.0364888	0.0209283	0.015768	0.0168594	0.0316164	0.0168594	0.0209283	0.0240564	0.00997894	0.0196736	0.015768	0.0196736	0.0168594	0.0209283	0.015768	0.00997894	0.0351317	0.0168594	0.00997894	0.015768	0.0240564	0.0196736	0.015768	0.0209283	0.0240564	0.0168594	0.015768	0.015768	0.015768	0.0168594	0.0209283	0.0209283	0.0268917	0.015768	0.015768	0.0209283	0.00997894	0.015768	0.00997894	0.0268917	0.0168594	0.00997894	0.0168594	0.00997894	0.00997894	0.0168594	0.0268917	0.0168594	0.0240564	0.00997894	0.0168594	0.0196736	0.0168594	0.0209283	0.0231566	0.00997894	0.0168594	0.0168594	0.00997894	0.015768	0.00997894	0.0196736	0.0196736	0.0168594	0.00997894	0.00997894	0.015768	0.00997894	0.0168594	0.00997894	0.0168594	0.0196736	0.0168594	0.029061	0.00997894	0.00997894	0.0168594	0.0196736	0.00997894	0.0209283	0.0268917	0.0209283	0.0168594	0.015768	0.0168594	0.0168594	0.0209283	0.0168594	0.0240564	0.00997894	0.0351317	0.00997894	0.0268917	0.00997894	0.0268917	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.0168594	0.0168594	0.0240564	0.00997894	0.015768	0.0168594	0.00997894	0.0196736	0.0240564	0.0168594	0.0196736	0.00997894	0.0168594	0.00997894	0.015768	0.0196736	0.015768	0.015768	0.015768	0.015768	0.0351317	0.0168594	0.029061	0.00997894	0.015768	0.00997894	0.0168594	0.0268917	0.00997894	0.015768	0.0168594	0.0240564	0.00997894	0.0168594	0.0196736	0.0268917	0.0168594	0.015768	0.015768	0.00997894	0.015768	0.00997894	0.0209283	0.0196736	0.00997894	0.0168594	0
C6ORF136	0.0315764	0.0315764	0.0607152	0.0231566	0.0315764	0.00997894	0.0905599	0.0209283	0.0715438	0.20164	0.0231566	0.0315764	0.20164	0.0268917	0.0315764	0.0733342	0.0506398	0.015768	0.00997894	0.0196736	0.0315764	0.0315764	0.0315764	0.0364888	0.0315764	0.20164	0.0315764	0.0315764	0.0168594	0.139107	0.0480393	0.0660758	0.0315764	0.0315764	0.0315764	0.0168594	0.0381232	0.0315764	0.0231566	0.0231566	0.0315764	0.118786	0.038545	0.0504271	0.20164	0.0231566	0.118092	0.0315764	0.0240564	0.07012	0.0577024	0.0196736	0.015768	0.0585486	0.0196736	0.108899	0.0315764	0.0316164	0.0315764	0.0647416	0.0822031	0.0315764	0.0591843	0.0933725	0.118092	0.0539884	0.0315764	0.0196736	0.0315764	0.0751149	0.015768	0.0168594	0.0480393	0.0231566	0.0231566	0.015768	0.0315764	0.0975881	0.0634819	0.0231566	0.0168594	0.00997894	0.0315764	0.0707517	0.0408771	0.0315764	0.0315764	0.0315764	0.0315764	0.108899	0.00997894	0.0331031	0.118786	0.0168594	0.0231566	0.0315764	0.00997894	0.0240564	0.0315764	0.0315764	0.0315764	0.0209283	0.0315764	0.0498384	0.00997894	0.0315764	0.0315764	0.0488975	0.0168594	0.0315764	0.095521	0.038545	0.0315764	0.0631319	0.0315764	0.0315764	0.0315764	0.0315764	0.0316164	0.0196736	0.029061	0.0315764	0.0552863	0.0315764	0.0168594	0.107394	0.0649288	0.0552863	0.0315764	0.0315764	0.0364888	0.0231566	0.0315764	0.029061	0.0315764	0.0315764	0.0315764	0.0315764	0.00997894	0.0315764	0.0231566	0.0196736	0.0933725	0.0315764	0.095521	0.0315764	0.0506398	0
TEX13B	0.0168594	0.0707517	0.0231566	0.0331031	0.0331031	0.0315764	0.0231566	0.0231566	0.0240564	0.0315764	0.0315764	0.083391	0.0315764	0.0231566	0.0924152	0.0315764	0.0315764	0.0231566	0.0231566	0.0315764	0.0522491	0.0855753	0.0196736	0.0196736	0.0874552	0.0315764	0.0420531	0.0754995	0.0196736	0.0315764	0.0231566	0.0315764	0.0231566	0.0498384	0.0539884	0.0209283	0.0315764	0.0471829	0.0316164	0.0231566	0.0498384	0.0315764	0.0315764	0.0315764	0.0231566	0.0196736	0.0315764	0.0759878	0.0315764	0.00997894	0.0196736	0.029061	0.0315764	0.0315764	0.0331031	0.0315764	0.0788971	0.0315764	0.0381232	0.0315764	0.0231566	0.0732561	0.0315764	0.0315764	0.0315764	0.0315764	0.079122	0.0315764	0.0315764	0.0315764	0.0209283	0.0315764	0.0315764	0.0196736	0.0577024	0.0315764	0.0316164	0.0315764	0.0315764	0.0209283	0.0364888	0.0209283	0.0971778	0.0315764	0.0315764	0.0539884	0.029061	0.0601434	0.07012	0.0231566	0.00997894	0.0240564	0.0315764	0.0196736	0.0231566	0.0573845	0.00997894	0.0315764	0.0607916	0.0607916	0.015768	0.0231566	0.0675365	0.015768	0.00997894	0.0168594	0.0196736	0.0315764	0.0315764	0.0455834	0.0315764	0.0315764	0.0315764	0.0315764	0.0315764	0.0268917	0.00997894	0.0647416	0.0231566	0.0315764	0.0231566	0.0451171	0.0315764	0.029061	0.0168594	0.0315764	0.0315764	0.0231566	0.0381232	0.0209283	0.0231566	0.0196736	0.0575166	0.0315764	0.0315764	0.0315764	0.0351317	0.0231566	0.015768	0.0420531	0.0316164	0.015768	0.0315764	0.0622735	0.0315764	0.0315764	0.0315764	0
SLFN12L	0.0539884	0.0381232	0.0231566	0.0420531	0.0331031	0.0315764	0.0231566	0.0231566	0.0315764	0.0315764	0.0315764	0.0933725	0.0315764	0.0231566	0.139107	0.0315764	0.0315764	0.0231566	0.00997894	0.0315764	0.0716477	0.0716477	0.0420531	0.0196736	0.0660758	0.0315764	0.0364888	0.0759878	0.015768	0.0315764	0.0231566	0.0231566	0.029061	0.0420531	0.0733342	0.015768	0.0315764	0.0637402	0.0573845	0.00997894	0.0268917	0.0315764	0.0315764	0.0315764	0.0315764	0.0196736	0.0315764	0.0861884	0.0315764	0.0231566	0.0315764	0.0196736	0.0315764	0.0315764	0.0381232	0.0315764	0.0754995	0.0315764	0.0442577	0.0315764	0.0168594	0.095521	0.0315764	0.0315764	0.0315764	0.0168594	0.0316164	0.0315764	0.0315764	0.0231566	0.0168594	0.0315764	0.0315764	0.0196736	0.0331031	0.0231566	0.0268917	0.0231566	0.0315764	0.0209283	0.0240564	0.0168594	0.0732561	0.0315764	0.0231566	0.079122	0.0649288	0.0675365	0.118786	0.0315764	0.00997894	0.0315764	0.0231566	0.00997894	0.0196736	0.0522491	0.00997894	0.0315764	0.0522491	0.0759878	0.0504271	0.0168594	0.0732561	0.0168594	0.00997894	0.0316164	0.0506398	0.0315764	0.00997894	0.0209283	0.0315764	0.0315764	0.00997894	0.0315764	0.0231566	0.0351317	0.0622735	0.0975881	0.0196736	0.0168594	0.0168594	0.0488975	0.0315764	0.0209283	0.00997894	0.0315764	0.0196736	0.0196736	0.0420531	0.0506398	0.0168594	0.015768	0.107394	0.0315764	0.0315764	0.00997894	0.0316164	0.0381232	0.00997894	0.0506398	0.00997894	0.0240564	0.0315764	0.0451171	0.0315764	0.0168594	0.0315764	0
MUC22	0.00997894	0.00997894	0.015768	0.00997894	0.0209283	0.0168594	0.00997894	0.00997894	0.015768	0.00997894	0.0168594	0.029061	0.00997894	0.0168594	0.015768	0.0209283	0.0168594	0.00997894	0.00997894	0.0168594	0.0209283	0.0240564	0.015768	0.0209283	0.015768	0.0168594	0.00997894	0.0268917	0.00997894	0.0209283	0.015768	0.015768	0.0168594	0.015768	0.015768	0.0240564	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.00997894	0.00997894	0.015768	0.0209283	0.0168594	0.0240564	0.00997894	0.00997894	0.0168594	0.0168594	0.0168594	0.00997894	0.0209283	0.00997894	0.0240564	0.0168594	0.00997894	0.00997894	0.00997894	0.0168594	0.00997894	0.0168594	0.0168594	0.0168594	0.0240564	0.00997894	0.0168594	0.0168594	0.015768	0.0168594	0.00997894	0.015768	0.029061	0.00997894	0.00997894	0.0168594	0.015768	0.015768	0.0268917	0.00997894	0.0268917	0.0168594	0.015768	0.029061	0.015768	0.0268917	0.0240564	0.0209283	0.00997894	0.015768	0.0168594	0.00997894	0.00997894	0.0168594	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.0168594	0.015768	0.00997894	0.00997894	0.015768	0.0168594	0.0168594	0.00997894	0.015768	0.015768	0.0168594	0.00997894	0.0168594	0.0168594	0.00997894	0.0168594	0.0240564	0.0168594	0.015768	0.00997894	0.0168594	0.00997894	0.0168594	0.0209283	0.0168594	0.0168594	0.00997894	0.015768	0.015768	0.0168594	0.00997894	0.0240564	0.00997894	0.00997894	0.0168594	0.0168594	0.0168594	0.00997894	0.015768	0.00997894	0.015768	0.0168594	0.015768	0.00997894	0.00997894	0.00997894	0
PRR23A	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.015768	0.015768	0.00997894	0.00997894	0.015768	0.015768	0.00997894	0.015768	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.00997894	0.00997894	0.00997894	0.0209283	0.00997894	0.015768	0.00997894	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.0209283	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.015768	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.0209283	0.015768	0.015768	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.00997894	0.015768	0.00997894	0.00997894	0.015768	0.015768	0.015768	0.015768	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0
NIPSNAP3A	0.0231566	0.0231566	0.0231566	0.0209283	0.0168594	0.0351317	0.0209283	0.0231566	0.0231566	0.0231566	0.0196736	0.0168594	0.0231566	0.0231566	0.0168594	0.0231566	0.0231566	0.0315764	0.029061	0.0168594	0.00997894	0.0231566	0.00997894	0.0315764	0.0231566	0.0196736	0.0231566	0.0168594	0.0168594	0.0315764	0.0315764	0.0315764	0.00997894	0.0196736	0.0168594	0.0209283	0.0315764	0.0209283	0.0168594	0.015768	0.0231566	0.0231566	0.0315764	0.0231566	0.0315764	0.00997894	0.0209283	0.0209283	0.0231566	0.0231566	0.0315764	0.0231566	0.0209283	0.0315764	0.029061	0.0168594	0.0196736	0.0231566	0.0196736	0.0315764	0.0168594	0.0196736	0.015768	0.0231566	0.0231566	0.0231566	0.0196736	0.0315764	0.0196736	0.0315764	0.0231566	0.0168594	0.00997894	0.0196736	0.0196736	0.0231566	0.0315764	0.0231566	0.015768	0.0231566	0.0196736	0.0231566	0.0168594	0.0231566	0.0231566	0.0231566	0.00997894	0.0209283	0.0240564	0.0231566	0.00997894	0.0315764	0.0315764	0.0240564	0.0168594	0.0231566	0.00997894	0.0231566	0.0231566	0.00997894	0.0196736	0.0315764	0.0231566	0.0315764	0.00997894	0.0231566	0.0196736	0.0231566	0.015768	0.0231566	0.0315764	0.0231566	0.0231566	0.0231566	0.0315764	0.0231566	0.015768	0.00997894	0.0231566	0.0231566	0.0196736	0.0315764	0.0231566	0.0315764	0.00997894	0.0231566	0.0168594	0.0315764	0.0231566	0.0268917	0.0315764	0.0231566	0.00997894	0.0231566	0.0196736	0.0315764	0.0315764	0.0231566	0.015768	0.0168594	0.0196736	0.0231566	0.0315764	0.0315764	0.0231566	0.0315764	0.0231566	0
TEX37	0.0168594	0.0351317	0.0168594	0.015768	0.015768	0.0231566	0.00997894	0.015768	0.0168594	0.0240564	0.0231566	0.0240564	0.015768	0.0168594	0.015768	0.0168594	0.0196736	0.0268917	0.0168594	0.0231566	0.0168594	0.0268917	0.0196736	0.015768	0.0316164	0.0196736	0.0209283	0.0240564	0.015768	0.0240564	0.015768	0.015768	0.0168594	0.0268917	0.00997894	0.00997894	0.00997894	0.0168594	0.0240564	0.0231566	0.0316164	0.00997894	0.00997894	0.015768	0.0351317	0.00997894	0.0231566	0.029061	0.00997894	0.0316164	0.0168594	0.0168594	0.0231566	0.00997894	0.0209283	0.0168594	0.0351317	0.0168594	0.0268917	0.00997894	0.0268917	0.0268917	0.0196736	0.0168594	0.0231566	0.0231566	0.00997894	0.00997894	0.0168594	0.0209283	0.029061	0.0168594	0.0231566	0.0168594	0.0240564	0.0196736	0.0422906	0.0196736	0.0231566	0.0209283	0.0331031	0.0351317	0.0316164	0.0168594	0.00997894	0.029061	0.015768	0.0209283	0.00997894	0.00997894	0.00997894	0.00997894	0.0209283	0.0168594	0.0168594	0.0209283	0.00997894	0.0168594	0.0209283	0.0240564	0.00997894	0.0331031	0.029061	0.0268917	0.00997894	0.00997894	0.00997894	0.015768	0.0231566	0.0240564	0.0240564	0.0196736	0.0196736	0.0168594	0.0168594	0.015768	0.0196736	0.0209283	0.00997894	0.0196736	0.0168594	0.0209283	0.0196736	0.0240564	0.015768	0.0168594	0.0196736	0.0168594	0.015768	0.0209283	0.0168594	0.00997894	0.00997894	0.0196736	0.0231566	0.0196736	0.0351317	0.0168594	0.00997894	0.0196736	0.015768	0.00997894	0.015768	0.0351317	0.0196736	0.015768	0.0168594	0
C21ORF62	0.0506398	0.0905599	0.015768	0.0707655	0.0601434	0.0315764	0.0168594	0.0231566	0.0196736	0.0315764	0.0315764	0.106717	0.0315764	0.029061	0.118786	0.0315764	0.0231566	0.0196736	0.0381232	0.0315764	0.0924152	0.0971778	0.0637402	0.0168594	0.0924152	0.0315764	0.0442577	0.0759878	0.0498384	0.0315764	0.0315764	0.0231566	0.0209283	0.184307	0.0905599	0.015768	0.0315764	0.07012	0.0666414	0.00997894	0.0316164	0.0315764	0.0315764	0.0315764	0.0315764	0.0231566	0.0315764	0.0689016	0.0315764	0.0315764	0.0196736	0.0168594	0.0231566	0.0315764	0.0451171	0.0196736	0.0874552	0.0315764	0.0471829	0.0315764	0.0168594	0.20164	0.0315764	0.0315764	0.0315764	0.015768	0.0562352	0.0196736	0.0315764	0.0315764	0.00997894	0.0315764	0.0315764	0.0168594	0.0573845	0.0315764	0.0268917	0.0315764	0.0231566	0.0209283	0.0209283	0.015768	0.0809299	0.0231566	0.015768	0.194837	0.094708	0.0692684	0.075155	0.0315764	0.00997894	0.0209283	0.0315764	0.029061	0.0455834	0.0861884	0.00997894	0.0315764	0.0422906	0.0649288	0.0647416	0.0196736	0.106323	0.0315764	0.00997894	0.0268917	0.0637402	0.0231566	0.0168594	0.0498384	0.0315764	0.0231566	0.0196736	0.0315764	0.0316164	0.0331031	0.0754995	0.0855753	0.0196736	0.0315764	0.0351317	0.0351317	0.0315764	0.038545	0.00997894	0.0315764	0.0315764	0.0231566	0.0601434	0.0716477	0.0196736	0.0471829	0.0575166	0.0231566	0.0315764	0.0240564	0.053787	0.0488975	0.00997894	0.0585486	0.029061	0.015768	0.0315764	0.079122	0.0231566	0.00997894	0.0315764	0
FCGBP	0.0575166	0.0585486	0.0381232	0.0351317	0.0707655	0.0315764	0.0231566	0.0196736	0.0231566	0.0315764	0.0315764	0.0907899	0.0315764	0.029061	0.0716477	0.0315764	0.0315764	0.0231566	0.0577024	0.0315764	0.127142	0.0585486	0.114063	0.0196736	0.0364888	0.0315764	0.0240564	0.0607152	0.0692684	0.0315764	0.0196736	0.0231566	0.0552863	0.0422906	0.07012	0.00997894	0.0315764	0.0575166	0.0754995	0.0168594	0.00997894	0.0315764	0.0315764	0.0315764	0.0315764	0.0422906	0.0315764	0.075155	0.0231566	0.0315764	0.0315764	0.0196736	0.0315764	0.0315764	0.0268917	0.0231566	0.0933725	0.0315764	0.0451171	0.0315764	0.015768	0.300388	0.0940856	0.0315764	0.0315764	0.0196736	0.0316164	0.0196736	0.0315764	0.0315764	0.00997894	0.0315764	0.0315764	0.0231566	0.029061	0.0315764	0.029061	0.0315764	0.0231566	0.00997894	0.00997894	0.0268917	0.0675365	0.0315764	0.0168594	0.0707517	0.0756295	0.075155	0.0907899	0.0315764	0.00997894	0.0231566	0.0315764	0.0637402	0.0422906	0.0692684	0.00997894	0.0168594	0.0634819	0.0498384	0.114063	0.015768	0.0240564	0.0231566	0.00997894	0.0637402	0.0822031	0.0231566	0.00997894	0.0488975	0.0315764	0.0231566	0.0168594	0.0315764	0.0168594	0.038545	0.0506398	0.075155	0.0231566	0.0600815	0.0209283	0.0471829	0.0315764	0.0573845	0.00997894	0.0315764	0.0315764	0.0231566	0.054523	0.0480393	0.0209283	0.0675365	0.0971778	0.0231566	0.0315764	0.00997894	0.0575166	0.038545	0.015768	0.0818687	0.0268917	0.015768	0.0315764	0.0689016	0.0315764	0.00997894	0.0315764	0
C9ORF147	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0
C11ORF45	0.00997894	0.0316164	0.0196736	0.0168594	0.0316164	0.0168594	0.00997894	0.015768	0.015768	0.0168594	0.0196736	0.0168594	0.00997894	0.0168594	0.0240564	0.015768	0.0168594	0.00997894	0.0351317	0.0196736	0.029061	0.0268917	0.0351317	0.0168594	0.015768	0.00997894	0.0209283	0.00997894	0.0364888	0.00997894	0.0196736	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.0408771	0.0240564	0.0196736	0.029061	0.0168594	0.0168594	0.0196736	0.015768	0.00997894	0.0168594	0.015768	0.0209283	0.015768	0.0240564	0.0196736	0.0168594	0.00997894	0.0168594	0.0196736	0.015768	0.0168594	0.0196736	0.0209283	0.00997894	0.0316164	0.0168594	0.0196736	0.0168594	0.0168594	0.0168594	0.00997894	0.00997894	0.0196736	0.00997894	0.00997894	0.0196736	0.00997894	0.0240564	0.0240564	0.0168594	0.0196736	0.015768	0.00997894	0.015768	0.015768	0.0240564	0.0168594	0.00997894	0.00997894	0.00997894	0.015768	0.0209283	0.00997894	0.00997894	0.015768	0.00997894	0.029061	0.0168594	0.0316164	0.00997894	0.015768	0.0268917	0.0168594	0.0331031	0.0209283	0.00997894	0.015768	0.00997894	0.0209283	0.0442577	0.0331031	0.0231566	0.0240564	0.0196736	0.0196736	0.015768	0.0168594	0.00997894	0.029061	0.0196736	0.0209283	0.0196736	0.0196736	0.015768	0.0209283	0.0168594	0.0268917	0.00997894	0.0196736	0.0168594	0.0168594	0.029061	0.00997894	0.0168594	0.0268917	0.015768	0.0168594	0.00997894	0.0196736	0.0209283	0.00997894	0.00997894	0.0268917	0.015768	0.0168594	0.0196736	0.0209283	0.0196736	0.015768	0.0209283	0
NICN1	0.0315764	0.0315764	0.0268917	0.0315764	0.0315764	0.0209283	0.127142	0.0196736	0.0168594	0.20164	0.0168594	0.0315764	0.20164	0.00997894	0.0315764	0.0420531	0.0168594	0.0451171	0.015768	0.0196736	0.0315764	0.0315764	0.0315764	0.0209283	0.0315764	0.139107	0.0315764	0.0315764	0.0209283	0.107394	0.0498384	0.0455834	0.00997894	0.0315764	0.0315764	0.00997894	0.0351317	0.0231566	0.0315764	0.0315764	0.0315764	0.127142	0.084426	0.118786	0.104463	0.054523	0.0506398	0.0315764	0.0196736	0.083391	0.0209283	0.0209283	0.0231566	0.083391	0.0315764	0.114063	0.0315764	0.0451171	0.015768	0.0963969	0.0451171	0.0315764	0.0809299	0.0933725	0.20164	0.118786	0.0315764	0.0240564	0.0231566	0.108899	0.00997894	0.015768	0.053787	0.0231566	0.0315764	0.0196736	0.0315764	0.0692684	0.114063	0.0231566	0.00997894	0.0622735	0.0315764	0.0601434	0.0315764	0.0315764	0.0315764	0.0315764	0.0315764	0.07012	0.00997894	0.0196736	0.114063	0.0196736	0.0315764	0.0231566	0.00997894	0.0488975	0.0315764	0.015768	0.0231566	0.0231566	0.0315764	0.0240564	0.00997894	0.0315764	0.0231566	0.0715438	0.0209283	0.0231566	0.108899	0.0660758	0.0381232	0.0788971	0.0498384	0.0231566	0.0231566	0.0315764	0.0231566	0.0168594	0.0209283	0.0315764	0.0963969	0.0315764	0.00997894	0.118092	0.054523	0.0480393	0.0315764	0.0315764	0.0480393	0.0231566	0.0315764	0.079122	0.0315764	0.0315764	0.0231566	0.0315764	0.00997894	0.0315764	0.0196736	0.0231566	0.139107	0.0315764	0.07012	0.0231566	0.20164	0
